dedicated_video_card,name,price,processor,ram,screen,storage,video_card
,HP 240 G7 (i3-1005G1 / 8GB / 240GB SSD / W10H),489900,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 240GB,Intel UHD Graphics G1 (Integrada)
,HP 240 G7 (Celeron N4020 / 4GB / 500GB / FreeDOS) + Tablet E4U TAB880,489990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (7200rpm),Intel UHD Graphics 600 (Integrada)
,Gateway GWTN156-5BK,494000,AMD Ryzen 5 3450U (4 núcleos / 8 hilos / 2100 MHz  - 3500 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 8 (Integrada)
,HP Chromebook x360 11 G3 EE [3B937LT],494690,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB LPDDR4 (2400 MHz),"LED 11.6"" (1366x768) táctil / 60 Hz",eMMC 32GB,Intel UHD Graphics 600 (Integrada)
,Lenovo IdeaPad 3 14ADA05 [81W000NTLM],495040,AMD Athlon Silver 3050U (2 núcleos / 2 hilos / 2300 MHz  - 3200 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 2 (Integrada)
,Dell Latitude 3510 [753674124],495990,Intel Core i3-10110U (2 núcleos / 4 hilos / 2100 MHz  - 4100 MHz),4 GB DDR4 (2133 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",HDD 500GB (5400rpm),Intel UHD Graphics 630 (Integrada)
,HP 245 G7 [3C676LT],496900,AMD Ryzen 3 3300U (4 núcleos / 4 hilos / 2100 MHz  - 3500 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 6 (Integrada)
,Dell Latitude E5470 (i5-6300U / 8GB / 500GB / W10P),499000,Intel Core i5-6300U (2 núcleos / 4 hilos / 2400 MHz  - 3000 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel HD Graphics 520 (Integrada)
,Lenovo ThinkPad T440P (i7-4800MQ / 8GB / 500GB),499000,Intel Core i7-4800MQ (4 núcleos / 8 hilos / 2700 MHz  - 3700 MHz),8 GB DDR3 (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel HD Graphics 4600 (Integrada)
,Lenovo ThinkPad T440P (i7-4800MQ / 4GB / 500GB),499000,Intel Core i7-4800MQ (4 núcleos / 8 hilos / 2700 MHz  - 3700 MHz),4 GB DDR3 (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (7200rpm),Intel HD Graphics 4600 (Integrada)
,HP EliteBook 840 G3 (i5-6200U / 8GB / 240GB SSD / W10P),499000,Intel Core i5-6200U (2 núcleos / 4 hilos / 2300 MHz  - 2800 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 240GB,Intel HD Graphics 520 (Integrada)
,Dell Vostro 3401 [63JHH / V3401_I381TBW10PS_521],499776,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,HP 245 G7 [382L0LS],499800,AMD Ryzen 3 3250U (2 núcleos / 4 hilos / 2600 MHz  - 3500 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 3 (Integrada)
,HP ProBook 650 G2 (i5-6200U / 8GB / 256GB SSD),499900,Intel Core i5-6200U (2 núcleos / 4 hilos / 2300 MHz  - 2800 MHz),8 GB DDR3 (1600 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 256GB,Intel HD Graphics 520 (Integrada)
,Acer Aspire 3 A314-22-R56E-1 [NX.HVWAL.015.1],499990,AMD Ryzen 3 3250U (2 núcleos / 4 hilos / 2600 MHz  - 3500 MHz),12 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 3 (Integrada)
,Apple MacBook Air MJVM2LL/A (Early 2015),499990,Intel Core i5-5250U (2 núcleos / 4 hilos / 1600 MHz  - 2700 MHz),4 GB DDR3 (1600 MHz),"LED 11.6"" (1366x768)  / 60 Hz",SSD 128GB,Intel HD Graphics 6000 (Integrada)
,ASUS ExpertBook B2451FA-EK1866T [90NX02N1-M25180],499990,Intel Core i3-10110U (2 núcleos / 4 hilos / 2100 MHz  - 4100 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 630 (Integrada)
,HP 245 G7 [6NB42LT],499990,AMD Ryzen 3 2200U (2 núcleos / 4 hilos / 2500 MHz  - 3400 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 3 (Integrada)
,Dell Inspiron 13-i5378 (i3-1005G1 / 8GB / 128GB SSD),499990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),8 GB DDR4 (2133 MHz),"LED 13.3"" (1920x1080) táctil / 60 Hz",SSD 128GB,Intel UHD Graphics G1 (Integrada)
,HP 240 G7 (Celeron N4020 / 4GB / 500GB / W10H) + Soundbar E4U SUB30-960 60W + Candado Seguridad,499990,Intel Celeron N4020 (2 núcleos / 2 hilos / 1100 MHz  - 2800 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel UHD Graphics 600 (Integrada)
,Dell Inspiron 14 3493 [5X59K / I3493_i341TSW10s_121],499990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,Dell Latitude 14 7480 (i7-6600U / 8GB / 128GB SSD),499990,Intel Core i7-6600U (2 núcleos / 4 hilos / 2600 MHz  - 3400 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 128GB,Intel HD Graphics 520 (Integrada)
,Dell Vostro 3400 [V28YR],499990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Dell Inspiron 15 3505 (i3-1005G1 / 8GB / 128GB SSD),499990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768) táctil / 60 Hz",SSD 128GB,Intel UHD Graphics G1 (Integrada)
,HP 240 G8 [2K2P2LT-M],499990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,Lenovo ThinkPad L390 Yoga [20NTS0J500],499990,Intel Core i3-8145U (2 núcleos / 4 hilos / 2100 MHz  - 3900 MHz),4 GB DDR4 (2400 MHz),"LED 13.3"" (1920x1080) táctil / 60 Hz",SSD 128GB,Intel UHD Graphics 620 (Integrada)
,Lenovo V14 IIL [82C400E8CL],499990,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics G1 (Integrada)
,Lenovo V14 IIL [82C400ECCL],499990,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics G1 (Integrada)
,Acer Aspire 3 (Ryzen 3 3250U / 12GB / 256GB SSD),499990,AMD Ryzen 3 3250U (2 núcleos / 4 hilos / 2600 MHz  - 3500 MHz),12 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 3 (Integrada)
,Acer Aspire 5 A515-55-35SE [NX.HSPAA.00A],499990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 128GB,Intel UHD Graphics G1 (Integrada)
,HP Elite X2 1012 G2 [2PA78UP],499990,Intel Core i5-7300U (2 núcleos / 4 hilos / 2600 MHz  - 3500 MHz),8 GB LPDDR3 (1866 MHz),"LED 12.3"" (2736x1824) táctil / 60 Hz",SSD 512GB,Intel HD Graphics 620 (Integrada)
,HP Pavilion 15-EH0005LA [310G5LA],499990,AMD Ryzen 3 4300U (4 núcleos / 4 hilos / 2700 MHz  - 3700 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 5 (Integrada)
,Lenovo IdeaPad S340-14API [81NB002TCL],499990,AMD Ryzen 5 3500U (4 núcleos / 8 hilos / 2100 MHz  - 3700 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 8 (Integrada)
,ASUS VivoBook X413EA (i3-8145U / 4GB / 128GB SSD),499990,Intel Core i3-8145U (2 núcleos / 4 hilos / 2100 MHz  - 3900 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 128GB,Intel UHD Graphics 620 (Integrada)
,Toshiba Portégé X20W-D (i5-7300U / 16GB / 256GB SSD),499990,Intel Core i5-7300U (2 núcleos / 4 hilos / 2600 MHz  - 3500 MHz),16 GB DDR3L (1600 MHz),"LED 12.5"" (1920x1080) táctil / 60 Hz",SSD 256GB,Intel HD Graphics 620 (Integrada)
,HP 15-DY2064LA [40P51LA],499990,Intel Core i3-1125G4 (4 núcleos / 8 hilos / 2000 MHz  - 3700 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 512GB,Intel UHD Graphics Xe G4 48EUs (Integrada)
,Dell Vostro 3400 [6HP6V-B],499990,Intel Core i3-1115G4 (2 núcleos / 4 hilos / 3000 MHz  - 4100 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics Xe G4 48EUs (Integrada)
,Lenovo IdeaPad Flex 5 14ARE05 [81X200J0CL],499990,AMD Ryzen 5 4500U (6 núcleos / 6 hilos / 2300 MHz  - 4000 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 256GB,AMD Radeon RX Vega 6 (Ryzen 4000) (Integrada)
,Lenovo IdeaPad C340-14API [81N6002DCL],500000,AMD Ryzen 5 3500U (4 núcleos / 8 hilos / 2100 MHz  - 3700 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768) táctil / 60 Hz",SSD 256GB,AMD Radeon RX Vega 8 (Integrada)
,MSI Modern 14 B5M [B5M-011CL],499990,AMD Ryzen 5 5500U (6 núcleos / 12 hilos / 2100 MHz  - 4000 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 7 (Integrada)
,HP 240 G7 [151D7LT],509990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,HP 245 G7 [3G573LT],509990,AMD Ryzen 5 3500U (4 núcleos / 8 hilos / 2100 MHz  - 3700 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 8 (Integrada)
,Dell Inspiron 15 3505 [X7V7R],515990,AMD Athlon Silver 3050U (2 núcleos / 2 hilos / 2300 MHz  - 3200 MHz),4 GB DDR4 (2400 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 2 (Integrada)
,Lenovo ThinkPad T440P (i7-4800MQ / 4GB / 256GB SSD),518900,Intel Core i7-4800MQ (4 núcleos / 8 hilos / 2700 MHz  - 3700 MHz),4 GB DDR3 (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel HD Graphics 4600 (Integrada)
,Lenovo ThinkPad T440P (i7-4800MQ / 8GB / 256GB SSD),518900,Intel Core i7-4800MQ (4 núcleos / 8 hilos / 2700 MHz  - 3700 MHz),8 GB DDR3 (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel HD Graphics 4600 (Integrada)
,HP ProBook 640 G2 (i5-6200U / 8GB / 256GB SSD / W10P),518900,Intel Core i5-6200U (2 núcleos / 4 hilos / 2300 MHz  - 2800 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel HD Graphics 520 (Integrada)
,HP EliteBook 820 G2 (i5-5300U / 8GB / 500GB / W10P),519000,Intel Core i5-5300U (2 núcleos / 4 hilos / 2300 MHz  - 2900 MHz),8 GB DDR3 (1600 MHz),"LED 12.5"" (1366x768)  / 60 Hz",HDD 500GB (5400rpm),Intel HD Graphics 5500 (Integrada)
,ASUS ExpertBook B2451FA-EB1418T [90NX02N1-M19200],519990,Intel Core i3-10110U (2 núcleos / 4 hilos / 2100 MHz  - 4100 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 630 (Integrada)
,HP 348 G7 [2Q0C7LT],519990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,Lenovo Flex-14IWL [81SQ000EUS],519990,Intel Pentium Gold 5405U (2 núcleos / 4 hilos / 2300 MHz ),4 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 128GB,Intel UHD Graphics 610 (Integrada)
,HP EliteBook 840 G4 [2WW16LA-16GB-480GB],520000,Intel Core i7-7500U (2 núcleos / 4 hilos / 2700 MHz  - 3500 MHz),16 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 480GB,Intel HD Graphics 620 (Integrada)
,HP EliteBook 840 G5 [3RF22LT],520000,Intel Core i5-8250U (4 núcleos / 8 hilos / 1600 MHz  - 3400 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,HP 14-DQ2028LA [3V8J9LA],519990,Intel Core i5-1135G7 (4 núcleos / 8 hilos / 2400 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",Intel Optane 16GB,Intel Iris Xe Graphics G7 80EUs (Integrada)
,Lenovo ThinkPad T440P (i7-4800MQ / 8GB / 256GB SSD / W10P),529000,Intel Core i7-4800MQ (4 núcleos / 8 hilos / 2700 MHz  - 3700 MHz),8 GB DDR3 (1600 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel HD Graphics 4600 (Integrada)
,Lenovo IdeaPad S340-13IML [81UM001XUS],529000,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR3L (1866 MHz),"LED 13.3"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,HP EliteBook 840 G2 (i5-5200U / 8GB / 240GB SSD / W10P),529900,Intel Core i5-5200U (2 núcleos / 2 hilos / 2200 MHz  - 2700 MHz),8 GB DDR3L (1600 MHz),"LED 14.0"" (1920x1080) táctil / 60 Hz",SSD 240GB,Intel HD Graphics 5500 (Integrada)
,Dell Inspiron 15 3505 (Silver 3050U / 4GB / 1TB / W10H),529990,AMD Athlon Silver 3050U (2 núcleos / 2 hilos / 2300 MHz  - 3200 MHz),4 GB DDR4 (3200 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 2 (Integrada)
,Lenovo IdeaPad V330-14IKB [81B0009RCL],529990,Intel Core i5-8250U (4 núcleos / 8 hilos / 1600 MHz  - 3400 MHz),4 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 620 (Integrada)
,Lenovo IdeaPad 3 15ADA05 [81W1009EUS],529990,AMD Ryzen 5 3500U (4 núcleos / 8 hilos / 2100 MHz  - 3700 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 8 (Integrada)
,Lenovo IdeaPad 3 14IIL05 [81WD002UCL],529990,Intel Core i5-1035G4 (4 núcleos / 8 hilos / 1100 MHz  - 3700 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel Iris Plus Graphics G4 (Integrada)
,ASUS ExpertBook B2 (i3-10110U / 4GB / 256GB SSD / W10P),531990,Intel Core i3-10110U (2 núcleos / 4 hilos / 2100 MHz  - 4100 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics 630 (Integrada)
NVIDIA GeForce GTX 1650 Ti (4 GB),ASUS Pro X571LI-BQ274T [90NB0QI1-M04310],537990,Intel Core i5-10300H (4 núcleos / 8 hilos / 2500 MHz  - 4500 MHz),4 GB DDR4 (2666 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 512GB,Intel UHD Graphics 630 (Integrada)
,Dell Inspiron 15 3505 [i3505-A330BLK],539000,AMD Ryzen 5 3450U (4 núcleos / 8 hilos / 2100 MHz  - 3500 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080) táctil / 60 Hz",SSD 512GB,AMD Radeon RX Vega 8 (Integrada)
,Apple MacBook Pro (Mid 2012 / i5-3210M / 8GB / 512GB SSD / Silver) [MD101LL/A],539990,Intel Core i5-3210M (2 núcleos / 4 hilos / 2500 MHz  - 3100 MHz),8 GB DDR3 (1600 MHz),"LED 13.3"" (1280x800)  / 60 Hz",SSD 512GB,Intel HD Graphics 4000 (Integrada)
,HP 240 G7 [151F2LT],539990,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,Dell Latitude 14 7480 (i5-7300U / 8GB / 256GB SSD / QHD / FreeDOS),539990,Intel Core i5-7300U (2 núcleos / 4 hilos / 2600 MHz  - 3500 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (2560x1440)  / 60 Hz",SSD 256GB,Intel HD Graphics 620 (Integrada)
,Dell Latitude 14 7480 (i5-6300U / 8GB / 256GB SSD),539990,Intel Core i5-6300U (2 núcleos / 4 hilos / 2400 MHz  - 3000 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel HD Graphics 520 (Integrada)
,HP Pavilion 14-CE3065ST [2B118LA],539990,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics G1 (Integrada)
,HP 348 G7 [2Q0C8LT],543274,Intel Core i3-10110U (2 núcleos / 4 hilos / 2100 MHz  - 4100 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics 630 (Integrada)
,Dell Latitude 5300 (i7-8665U / 8GB / 256GB SSD / W10P),545000,Intel Core i7-8665U (4 núcleos / 4 hilos / 1900 MHz  - 4800 MHz),8 GB DDR4 (2400 MHz),"LED 13.3"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,Dell Latitude 7280 (i5-7300U / 8GB / 256GB SSD),548900,Intel Core i5-7300U (2 núcleos / 4 hilos / 2600 MHz  - 3500 MHz),8 GB DDR4 (2400 MHz),"LED 12.5"" (1920x1080) táctil / 60 Hz",SSD 256GB,Intel HD Graphics 620 (Integrada)
,Gateway GWTN141-4GR,549000,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),16 GB DDR3 (1600 MHz),"LED 14.1"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics G1 (Integrada)
,Gateway GWTN141-4BL,549000,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),16 GB DDR3 (1600 MHz),"LED 14.1"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics G1 (Integrada)
,HP 15-EF2127WM [4J0V2UA],549000,AMD Ryzen 5 5500U (6 núcleos / 12 hilos / 2100 MHz  - 4000 MHz),8 GB DDR4 (3200 MHz),"LED 15.6"" (1920x1080)  / 60 Hz",SSD 256GB,AMD Radeon RX Vega 7 (Integrada)
,HP 245 G7 [3C688LT],549900,AMD Ryzen 5 3500U (4 núcleos / 8 hilos / 2100 MHz  - 3700 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),AMD Radeon RX Vega 8 (Integrada)
,Apple MacBook Pro (Mid 2012 / i5-3210M / 8GB / 256GB SSD / Silver) [MD101LL/A],549990,Intel Core i5-3210M (2 núcleos / 4 hilos / 2500 MHz  - 3100 MHz),8 GB DDR3 (1600 MHz),"LED 13.3"" (1280x800)  / 60 Hz",SSD 256GB,Intel HD Graphics 4000 (Integrada)
,Dell Latitude 14 5480 (i7-7820HQ / 8GB / 512GB SSD / W10H),549990,Intel Core i7-7820HQ (4 núcleos / 8 hilos / 2900 MHz  - 3900 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 512GB,Intel HD Graphics 630 (Integrada)
,HP 240 G7 [151F0LT],549990,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
NVIDIA GeForce MX110 (2 GB),HP 250 G7 [1P7K4LT],549990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,HP 15-DY1076NR [7PD80UA],549990,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics G1 (Integrada)
,HP 15-dy1038CA [7YZ72UA],549990,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),8 GB DDR4 (2666 MHz),"LED 15.6"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics G1 (Integrada)
,Dell Latitude 14 5480 (i7-7820HQ / 8GB / 512GB SSD / W10P),549990,Intel Core i7-7820HQ (4 núcleos / 8 hilos / 2900 MHz  - 3900 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 512GB,Intel HD Graphics 630 (Integrada)
,HP 348 G7 [2Q0D2LT],549990,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),4 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics 620 (Integrada)
,Lenovo IdeaPad S340-15IIL [81VW00D9CL],549990,Intel Core i5-1035G4 (4 núcleos / 8 hilos / 1100 MHz  - 3700 MHz),4 GB DDR4 (2666 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel Iris Plus Graphics G4 (Integrada)
,Dell Inspiron 14 3493 (i5-1035G1 / 8GB / 256GB / 2933 MHz),549990,Intel Core i5-1035G1 (4 núcleos / 8 hilos / 1000 MHz  - 3600 MHz),8 GB DDR4 (2933 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel UHD Graphics G1 (Integrada)
,Apple MacBook 12 (Early 2016 / M3-6Y30 / 8GB / 240GB SSD / Space Gray),549990,Intel Core M3-6Y30 (2 núcleos / 4 hilos / 900 MHz  - 2200 MHz),8 GB LPDDR3 (1866 MHz),"LED 12.0"" (2304x1440)  / 60 Hz",SSD 240GB,Intel HD Graphics 515 (Integrada)
,Dell Latitude 5480 (i5-6440HQ / 8GB / 256GB SSD),549990,Intel Core i5-6440HQ (4 núcleos / 4 hilos / 2600 MHz  - 3500 MHz),8 GB DDR4 (2133 MHz),"LED 14.0"" (1920x1080)  / 60 Hz",SSD 256GB,Intel HD Graphics 530 (Integrada)
,HP Pavilion x360 14-DW1008CA [10M07UA],549990,Intel Core i3-1115G4 (2 núcleos / 4 hilos / 3000 MHz  - 4100 MHz),8 GB DDR4 (3200 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics Xe G4 48EUs (Integrada)
,HP ProBook 440 G7 [9FP31LT],550000,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",Intel Optane 16GB,Intel UHD Graphics 620 (Integrada)
,Dell Inspiron 15 3501 [JH94X],553990,Intel Core i3-1005G1 (2 núcleos / 4 hilos / 1200 MHz  - 3400 MHz),4 GB DDR4 (2666 MHz),"LED 15.6"" (1366x768)  / 60 Hz",HDD 1TB (5400rpm),Intel UHD Graphics G1 (Integrada)
,Lenovo ThinkPad L14 [20U2S00A00],555000,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2666 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 256GB,Intel UHD Graphics 620 (Integrada)
,Dell Inspiron 15 3505 [0M1T4],559990,AMD Ryzen 5 3450U (4 núcleos / 8 hilos / 2100 MHz  - 3500 MHz),8 GB DDR4 (2400 MHz),"LED 15.6"" (1920x1080) táctil / 60 Hz",SSD 256GB,AMD Radeon RX Vega 8 (Integrada)
,Dell Latitude 5410 (i5-10210U / 8GB / 500GB SSD/ W10P),560000,Intel Core i5-10210U (4 núcleos / 8 hilos / 1600 MHz  - 4200 MHz),8 GB DDR4 (2400 MHz),"LED 14.0"" (1366x768)  / 60 Hz",SSD 500GB,Intel UHD Graphics 620 (Integrada)
